key,source,Translation
CarHeater_Cool,Currently Cool.,
CarHeater_Hot,Currently Hot.,
4E73A1E647414C04F0CD618EF09D718D,Currently Inserted,当前正在插入
CarHeater_Off,Currently Off.,
CarHeater_Warm,Currently Warm.,
Handbrake_IsInactive,Currently disengaged.,当前已解除.
Handbrake_IsActive,Currently engaged.,目前正在订婚中.
0FC8B1BA49A55D9A836B9FB15CDE58CF,Curtain,窗帘
202D881D462B5DF4C0D4F28F79984C81,Curtain,窗帘
415A047445372F19BD9BC3B7CEDAFFFD,Curtain,窗帘
606BB2C347D685467AC7EF9D9E1FE8EC,Curtain,窗帘
C09958B24E166D7F1925AB83781AE1EB,Curtain,窗帘
Setting_Custom,Custom,Custom
A78D77ED4F42A2B09ED228A167EC53FD,Custom Settings,自定义设置
E22FAB64417F5FCE51CCDF9E8078A04D,Cut,切换
287E4FB54A26CF10A1DD8594D4A6FB58,Cut Hair,剪头发
CutHair,Cut Hair,剪头发
Scissors_CutHair,Cut Hair,剪头发
06AED766451F8865768275A8575DBBCB,Cut it into pieces.,把它切得很细.
0C37447644B85BA31693F2B651BF6999,Cut it into pieces.,把它切得很细.
2DB72A6C47554866DF5EFA83B6D945A8,Cut it into pieces.,把它切得很细.
49F2BC90484CA8E55970F1829423E48E,Cut it into pieces.,把它切得很细.
619BF6FC40A29ED2B7114AABB3093682,Cut it into pieces.,把它切得很细.
857FED204A38482CC3C3898803FF59E7,Cut it into pieces.,把它切得很细.
B44F877D44DAD47E9932EB9D4CE95883,Cut it into pieces.,把它切得很细.
BD86175044F6388A0A9157AE5558266B,Cut it into pieces.,把它切得很细.
D5CA606A464850FE2DEC50A46D692FFA,Cut it into pieces.,把它切得很细.
DDEFD289498262D5F78862983829F580,Cut it into pieces.,把它切得很细.
ItemColor_Cyan,Cyan,
30607AEC4B553B52ED6FB3AE0A52E450,Cylinder is empty.,圆柱体是空的.
57A6AB6944748593FE31E9BFD6A2F083,Cylinder is empty.,圆柱体是空的.
6129AD9149C227C593DE62BED823CA00,Cymbal,辛巴尔
8BB69D554DB2455212BE82A91F6C9E6B,DEVELOPER RESPONSE,开发者的回答
7D4FE50947D0BE7F6AC4CEB9735B81D1,DL1,DL1
1E37A88B43B3E64CE562A69ED6983860,DON'T COUNT ON IT,请不要期待
A34C342B4E26FB3522390BA3CD1C6A17,Dairy Cream Bar,每日奶油吧
EC0BE03840C0D331185AC4865A7304C9,Damage Multiplier,伤害乘数
ConditionEffect_HealthRemovalPerSecond,Damage Per Second,
B7E16C1C48086C404AEC6EB4ADBEE25C,Damaged Concrete Pipe,损坏的混凝土管道
4B5DBC074C777EA259A67E90F2921E40,Damp,湿润
9B97E33847EF9E8956F0C0A81AAF54C2,Damp,湿润
8524505E43FEA1C1929DD3A15693EBDC,Dann Rd,然后是 Rd
935625F344C6987825D8E99B4F9C4C24,Dann Rd,然后是 Rd
B91795A54307A20B8E1682B33B88BA06,Dannemora Community & Court Center,丹尼莫拉社区和科特中心
41E82C66493F909E22039E8A28228C46,Dannemora Fire Dept.,丹尼莫拉消防局
4038036342DFF2DCB16DB1B7B0A80712,Dannemora High School,丹尼莫拉高中
F81EF6FE4EECE5868447B3AA9301A2C4,Dannemora Lookout,丹尼莫拉观景台
FFFB32174F78CBBAB8588D861FF92AA7,Dannemora Power Substation D-DM-01,丹尼莫拉变电站 D-DM-01
9909D51F408C4B324F92B0A610995FB3,Dannemora Substation Switch,狮山变电站开关
BC13982348E73168418EA788A3A1E56E,Dannemora Town Garage,丹尼莫拉镇车库
299FCF8F49E4E660B57378A6540FA35C,Dannemora Wastewater Plant,丹尼莫拉污水处理场
7B9A221E41939AE8E44F27BB3DD24025,"Dannemora, NY",纽约州丹尼莫拉
3015DCE9478D33A56DBE05ADBE6FAFA5,Daredevil,不要命
ItemColor_DarkRed,Dark Red,
26EF93904CDA1BEC233F848897105AC0,Dark Woods Cabin,达克伍兹小屋
8ED6026340CCB85C379ABBBA4F9320B8,Darker,黑暗
5A9D8BDA4F2C1D1EC159F4AA1CC078A8,Dartboard,飞镖盘
ID_DOB,Date of Birth,出生日期
F946261A4BF4B071064BCF883D82DEB7,David's Auto Parts,大卫的汽车零件
CA5A9EAC4D03ADC20D05D4A3693CF31F,Dead Air Depths,死气沉沉
018C09514B227C165CE287A234931DFE,Dead Approach,死亡方法
B0F6067E41E14F29DA2DE781D3CA8FAC,Dead Ends Motel,Dead End 汽车旅馆
744FD63744CDB2248CFC45A069C64D83,Dead Plant,枯萎的植物
8C2BA2B8488833D857B5C99FA817DEDB,Dead Rat,死老鼠
519FF77943BC59CA82AF62A430BA071C,Dead plants continue to grow very slowly.,枯萎的植物继续以极其缓慢的速度生长.
CheckConscious_Dead,Dead.,
1082400D42816E5AA9DFE7BDFA8B27BF,Deadly,致命的
32B4AEF441E375624D2E9C959E37E806,Deathly Poisoned,致命的毒药
2DDEE20E4C11F7C8677962B68F30D288,Debit Card,借记卡
Dec,Dec,12 月
032E4C7F41F9760E1A33E9B8090FACF8,Decay,衰减
Fluid_DecayName,Decay,
ItemKV_Decay,Decay,
Decay_HelpTooltip,Decayed food can cause food poisoning and discomfort if eaten.,
C9D3C437404478912E46329440242E0D,Decode,解码
2F78151D47DC9B2926441DB5D28F14A6,Decomposing Corpse,腐烂的尸体
426E23914B0534F0EA56CCA055C364D2,Decomposing Corpse,腐烂的尸体
3BDD2B884524400662C0BA9851A626B2,Decor,装饰
47315B4C4255E0CAE55EC19A3442D5E6,Decorative Potted Plant,装饰用盆栽
50064DBE41CF257449B10EB8DBE8FED7,Decorative Potted Plant,装饰用盆栽
709D824A438C3008BC11D7BB85B93FEB,Decorative Potted Plant,装饰用盆栽
4CFE57414BE33457164801BE65222A5F,"Decreases blood sugar.<cf><cf>Drag a syringe onto this to fill the syringe, then inject it into yourself.","降低血糖值.将注射器拖到这里,装满注射器,然后注射到自己体内."
B76A65CA48A4930D91749F90C90EF3E1,Dedicated,专注的
D6082D8844D180680F2116B9F439909F,Deep Fryer (WIP),深式炸锅 (正在制造中)
CutCondition_Name_Heavy,Deep Wound,深深的伤痕
D5212A1E41004CD09CF51993C1A84532,Deer,鹿
FBABE0534F2CAA41A4B0BD9A7C125DCC,Deer,鹿
LifetimeStat_DeerKills,Deer Kills,
FD6441FC4415555F51A6D69394B69DBB,Deer Meat,鹿肉
DefaultMicrophone,Default,默认
2FD924C1432393C975A7D38D217D9386,Default (First Spring),默认值 (第一个春天)
F782E2F44067CE79C42DAB80A57623BE,Default is 2.2.,默认值为 2.2.
0E7393B941C672967B2EDFB2D11329C1,Defend Yourself,保护自己
356965D1492298CE844D29811815FB63,Defendant Sign,被告的签名
34E9A4E44FCB4FDD143B3B848964043C,Defense,防御
CBA57A694AB30520CDC69686AD46EA4D,"Defenses that don't require much to bypass, but may be effective against zombies.","虽然这种防御不需要太多动作就能闪避,但对付丧尸可能很有效."
41AC82C848D20549F5895A90AF49533E,Degradation,劣化
3FE801CD44E24526FA8136AB4C2954AD,Dehydrated,脱水症状
C8EDF61D4B59FD0A3B79569C8AB6A72D,Delete,删除
E3F3E6784E1700281B7D4F9DBDD2339C,Delete,删除
F0710ACD461991DA9235E4981F4D44A8,Delete,删除
F8AB7E9540AF718683EEB48D95B02BA9,Delete,删除
457D0DD14B27FFE113D9E38991AC874F,Delete All Autosaves,删除所有自动保存
AFC148FB43E2162E6C4084B5764C6FA6,Delete All Autosaves,删除所有自动保存
D40468E24183A3F1F834D8A1985E5585,Delete All Autosaves,删除所有自动保存
76A9847045F10FB4319D29A032955A9D,Delete Character,删除字符
867B0A49495A6DD49310B1B8D2CD1DD7,Delicious Smell,好闻的香味
FEEA20F4459CA392823916BCB8F31256,Delicious cooked pasta.,煮得美味的意大利面.
0D416D1D4A8A0AF7B04D45A42B668E6A,Delisle Rd,卸载
DF76B233401D1CB817E64D807438D667,Delisle Rd,卸载
AC79F4724E870CB29837B69FA74DFC8B,Demo,演示
Scoreboard_Demo,Demo Player,
DifferentVersionDemo2_Title,Demo Save,
B7E525A34502CD71131AB1929DEB02C5,Demolition Derby Driver,拆除达比司机
FC49102C45DF1B72ADBFAD903187E90F,Denim Scrap,牛仔布的剪报
EDFBB6834B715BBC1B8AE5991705E458,Denim Shirt,牛仔衬衫
F8BE2BF745A70766AF2E7EB6A9A12827,Denim Shorts,牛仔短裤
3BBC7ACC4334F5DFDD932588CBA7FB36,Deposit Boxes,出租金库
895158DD471997E693EFCA9C91A31384,Deposit Boxes,出租金库
8BD156E448F623B41EE6B2B6E5D23CFF,Deputy Bulletproof Vest,副官防弹背心
1FFA7FBF4DAB98BD87C2EA804D66E35B,Deputy Hat,副帽
25FB554046A2E1D78EEAE5A82BEEAED8,Deputy Jacket,副夹克
32E6BE4E48AC6608800A95B82E9686A5,Deputy Pants,副官裤
A57AE31A4CF0D88B6D0547B41A540720,Deputy Shirt,副官衬衫
1B62DDF24523976AAF70F1B7E0230823,Desaturated,色彩度低
BE18C2454F4CC263E0AA168A4230647F,Description goes here with an icon below,"说明在这里,图标显示在下方."
8EF9AF7642FED15BBB9600B05DC4CEF2,Desire,欲望
8C099B804EC667DD91E63D95635C4C9C,Desk,桌子
B41F5E1D460A77F83EC777BE0BB6C95E,Desk,桌子
D4CAB3F640A17B37522171B5363C5A3D,Desk Chair,办公椅
8DE91C01459E9D9203AF65BB878D1133,Desktop PC,台式电脑
You_Description,"Despite everything, it's still you.",不管怎样，你还是你。
Destroy,Destroy,摧毁
LootBag_Destroy,Destroy,摧毁
Plant_Destroy,Destroy,摧毁
F7A8AB664D0CAACD4352878A40FBD2B3,Destroy Forever,永久摧毁
0AFEEC2546DF424C03EA5FBF34703E92,Destroyed Landmark,被摧毁的地标
TVIsDestroyed,Destroyed. Will not work.,被摧毁。无法使用。
3ADDD3AB43363AF9E4242B8D5ECA25C8,"Destroys what you're looking at forever! (If this is disabled, you can't destroy this).",永久破坏所见之物.(禁用时无法破坏)
D428D30E4F0D528F07EAE8AF16F0EEB5,Detach,详情
56B17C6C45185EF5372650B28C26FA19,Detail Oriented,注重细节
DD29991149E57297BB7612B1CF4AF700,Detergent,洗涤剂
3A311C884399572B2C4F5C9BD8ECCF16,Dev Log 1,开发日志 1
29C6ACF840E4D6E99DD67C9330D13679,Development,发展
8DD2F83E484431F554ED538E7D753081,Devil's Grotto,恶魔的洞穴
C4F04F6749CEF73EA59B1EB16C1BFA65,Dewormer Medication,驱虫剂
C10E9E6C4D3003C02496B49A7A911A09,Diabetic,糖尿病患者
D3E614D04A19D0F36973789F56F47D8D,Diagnostician,诊断医生
86FA940D4CB40018016CD49E426F14D4,Diapers,尿布
DF8C056346E78744FE1F96AE06EFDA18,Diced Octopus,章鱼的切角
F0C744914691E82EFFD3C487A0D69785,Did you see the canteen in the dresser? That might be handy. Take it from the dresser.,你看到梳妆台里的水壶了吗？可能会很方便哦.请从梳妆台里拿出来.
8201D596446E19E4D02BF0A1283D38A6,Diesel,柴油
18370F9E46E71675893276AFCEE5AE8D,Diesel Pump,柴油泵
DifferentVersion_Title,Different Version,不同的版本
164A8B0B41A3DDDADDDFD48AD2231878,"Different map items, like cell phones or paper maps, have different information on them and have different possible map features (for example, seeing your GPS location).","手机和纸质地图等各种地图项目包含各种信息,并提供各种地图功能 (例如,显示 GPS 位置信息)."
07BA958C4ACD8D92D570DAB4F2746FD4,Difficulty Preset,难度预设
7779EFB9440CA5D8DE0610ADAFC49D11,Digging,挖掘
AAC29E0F4C6D9742B32F84A56A429503,Digging Resistance,挖掘阻力
51382A25481D2A86997952A5B38894CE,Dining Booth,餐厅包厢
36C86FE645322756C279BF972B3AB766,Dining Chair,餐椅
8660B62F41E309B6B90AAEAE55AD84EC,Dining Chair,餐椅
A7B510E0477B9EA280F2ECABFDA50D2F,Dining Chair,餐椅
C62A223A4953364D166C84941AEAD2E4,Dining Chair,餐椅
D08269CC4E772710C372E5B5D747D530,Dining Chair,餐椅
EC1DED82463A89B145885D8FAC2A7653,Dining Chair,餐椅
ED37C07E41A10EC8EEB964AB65894E3D,Dining Chair,餐椅
0A6AA9354C942B1752364D96660CBE27,Dining Table,餐桌
4B2D83C6432998BF1CC9659573ACD444,Dining Table,餐桌
4BF63B4147F903F134FCC1B899F44069,Dining Table,餐桌
71DA45054FB5B554FA7E4C934306FFE6,Dining Table,餐桌
A3DF3D9C4DEFAACB1CCF8CB1279BBC47,Dining Table,餐桌
A58081624EAD0692B71596AD16BE45AC,Dining Table,餐桌
BC3E9C0F491D343DB55013AA9EFF6F29,Dining Table,餐桌
C238BA004285B889C3EB0A836535FE96,Dining Table,餐桌
FC9ECCCD475C082763046E90B3BF2728,Dining Table,餐桌
CBDCF3964B76993705A43691FB6B2CDF,Dirt Expert,飞镖专家
262B03C146DF1CC94E357B9AAB34CE5E,Dirtiness,污垢
737E68474C8AC114C820DE9426330C22,Dirtiness,污垢
Dirtiness,Dirtiness,污垢
8AEFD2A443D5EAF7B34E53B6053573B8,Dirty,肮脏
D3A8F2A84E756E558837D4A77A309097,Dirty,肮脏
FluidDecay_50%,Dirty,肮脏
00F4E32B4A30379BC52E018F5D0FCF4F,Dirty Mattress,脏兮兮的床垫
107062D043EEA6A2C958979E2F98E014,Dirty Oil Storage,储存污油
9D1F9C144E9B0F17D2B4BC87816B0DA2,Dirty Oil Storage,储存污油
24C767B94D8C722B902864A7E9323664,Disable Mod,禁用 Mod
39C26E044853ED8CD9002E8103FABEC9,Disabled,无效
Sandbox_ZombieTotem_DisableZombieSpawning_Desc,Disables zombie spawning.,禁用丧尸的出现.
EBFA4A95486B711FD4E383BD8A85D34F,Disc,光盘
6B652AA1452F6F8863FAC3AD557C4090,Disc: Dev Log 1,光盘:开发日志 1
ED97722547FB34D80767918E8820BAEA,Disc: Night of the Living Dead,光盘:《活死人之夜》
C2811B794DAD1139C5B9D0BDFCCF9FD5,Disc: Trailer 1,光盘:预告片 1
E676000B4CDCFF9CACD55F8CD94FA581,Disc: Update 0.017,磁盘:更新 0.017
ADA7AA2041D72E5C2ABC5381274FF872,Disc: Update 0.018,磁盘:更新 0.018
DB47E83543E60B736A4AC2AFDA8C0834,Disc: Update 0.019,磁盘:更新 0.019
557507574363F30D7D261F9DE1015475,Disc: Update 0.020,磁盘:更新 0.020
D51E95CA4CB7950FBC092EBEAA99E7BE,Discard,废弃
F162763A4919FDB8C7B7C496CAAB2069,Discarding a growing plant gives you a 50% chance of recovering its seed.,"如果你丢弃正在生长的植物,有 50% 的概率可以回收其种子."
917E1CAB41D0E8885B6622B08DACD7F7,Disciplined Gunner,纪律严明的炮手
EF9074C54E519FDDE85C58AD7CD62D65,Disconnect All,切断所有连接
9F82BE1B494CC4592057DABB53298929,Discord#1234,Discord#1234
838787B242D539C464C0D7AC4F838DF2,Discord/Email/Name/Whatever (Optional),Discord / 电子邮件 / 姓名 / 其他 (可选)
Handbrake_TurnOff,Disengage,解除
D4FBDB6842AEFBDC464B49A9C65D95D0,Disgust,厌恶
B1A99B1642026ED4041620B0E0CC5DD5,Dishwasher,洗碗机
C51BC88F493E3975579F34BAC44C5935,Dishwasher,洗碗机
BB3A2A8C494282694F322EA3E7209069,Dismal Swamp Cave,迪斯马尔?斯旺普洞穴
Dismantle,Dismantle,拆解
DismantleAll,Dismantle All,拆解一切
D4845F944471F4F7A0FA2193A2EFDE81,Dismantle some Furniture,拆卸家具
5D0D64E74D670D5CB5AADBBF4F76EA92,Dismantling,解体
3D314B66428F2DFF1C3C7D826EE085CC,Dismantling Book,拆解书
C43EA94347FDA5D519549AAA998E43D0,"Dismantling items reduces stress, and dismantling furniture reduces it more.","拆卸物品可以减轻压力,拆卸家具则可以进一步减轻压力."
7D8B353E4C97DFBDBBF32394F7B23661,Dismantling yields are random.,
56C73A744A6F4F5EDCC6E1A511E0E54C,Dismiss,关闭
6ACD3B1A48CAC7EB72E4198F4748686F,Dismiss,关闭
B959AD5B4AF27E2DD656BFB419508178,Dispense,分配
4FE223DB41D1F1B70C784D94B0433141,Dispenses water. Good for watering plants automatically.,喷射水.最适合自动给植物浇水.
TrashCan_Prompt_Title,Dispose,处置
C3C8298B4653EF3675650E9C6817B245,Dissolve,溶解
1ECE941B444C761F6F9C2EA686E65235,Dissolve Group,解散群组
CD1166564F3BA7B5318C0CBF5AFF7DD0,Distance Field Ambient Occlusion,距离场环境遮挡
767798BB4D65AC1CBC8E7389589F469D,Distance Units,距离单位
516D5D4B484AD0409974918CB04DF4CF,Distribution substations allow you to control a specific town's electricity.,
3B700E524D3A5B8C9C231B89365B7B72,"Distribution substations, like this one, control electricity around a certain region.",
92464F2F49B5D7F4B50205AD5DD2A311,"Distribution substations, like this one, control electricity around a certain region.",这些配电变电站控制特定区域周围的电力.
CB2E095D4A93938942E80884BC4E64FC,"Distribution substations, like this one, control electricity around a certain region.",
F4857B5B457982107824ADA0649B7735,"Distribution substations, like this one, control electricity around a certain region.",这些配电变电站控制特定区域周围的电力.
5F5FF4A04F6BABDC31CA02930324CB09,Diva,迪瓦
5CE8CF584AE9A4D1B6F09BA429051EBA,Divider,隔板
4C6C91D648EA41C593EF2BBF87404E59,Do Not Enter,禁止入内
AACA80B446C43A49DB9977906AB7B715,"Do items respawn on e.g. shelves, sheds, etc.?",物品会在架子或小屋等地方重新出现吗？
5DC1BCBA4A7B9CF5BE598583557B71F6,"Do you need a utility cabinet to maintain bases? If turned off, built structures will never decay.","基地维护管理是否需要实用机柜？如果关闭,所建造的结构不会退化."
F16296694B3EA0220E771EADB3213204,Do you really want to be near this many bodies?,你真的想靠近这么多尸体吗？
262EDE184866C14DDA101EA8829A71AE,Docklink LLC. Building,多克林克有限责任公司大楼
B26C2CAA4DD25A2401FC9796997D417A,Doctor,医生
28FF310D4B6F183C3F20DFB1E1E43A3E,Doctor's Coat,医生大衣
3785182048709081B29A2B8AAFEDB583,Document Shelf,文件架
7193AB5F46CFA87012E0CC89D9E77308,Document Shelf,文件架
9F704CAA413CA4B5D64AA1952DEEA313,Document Shelf,文件架
7C42596746045F74A3A770940AE2B98F,Does It Matter?,这重要吗？
85FF6FC54E43FEA6BD19319A233D53C7,Doesn't do anything important. The pills are colored blue.,没有特别重要的效果.药片是蓝色的.
A211F0E84597AB67B57D12A186E7425E,Dog Food,狗粮
E2C6C10541E50C5EAAF06FADB5BC6B03,Dolphin Shorts,海豚短裤
BC2E0E394AC8BBE1D99948A1DF4736AC,Don't lose your head!,别疯了！
87A1EB4C4F4A3981B05B71AA7D1F61DD,Don't microwave batteries!,
7378E7014F70C0AB60D6C98540C1C4BF,Door,门
7D1184054F6259A4D65974A9A73D6C78,Door,门
C37BAAD848EF79873F64D48845B081CE,Door,门
Door,Door,门
E54681FE47F16CBCAA156EAF13605A4D,Door,门
TransformTransition_DefaultName,Door,门
2292047142E7870E9631E1B3C42C8D67,Door (Garage),门 (车库)
534791C74B24BEF7C8D372BBA151DF93,Door (Garage),门 (车库)
74EEFF7E4718250906531D9B2386E950,Door (Garage),门 (车库)
8E218A2642E4B462210891A564168F61,Door (Garage),门 (车库)
36A9E9AF421A9B49A220BDB7501F02D7,Door (Solid),门 (固体)
7C6C45AA4A1B2870288D3FB6F7273D74,Door (Solid),门 (固体)
CF61AC864114CE7C424A5EBC27BF1380,Door (Solid),门 (固体)
DF5593FB4EB4C0808DA25AAE639FF313,Door (Solid),门 (固体)
63DA5A904C8C7A73A76CD1B8E568F879,Door (Windowed),门 (带窗)
6440894D40528BC516FA66B445004A6A,Door (Windowed),门 (带窗)
AFE3C4494D76C55B354C7B87284E64BF,Door (Windowed),门 (带窗)
DFD92276446A7B46D335B3BFA5D4AEDD,Door (Windowed),门 (带窗)
73E00C2C4890A424FA08D1A3932FBEC5,Door Impact Resistance,门的抗冲击性
Door is blocked.,Door is blocked.,
Door is locked.,Door is locked.,门是锁着的.
36CF050D4E7D061C5023C8A11CC29D66,Double Barrel Shotgun,双连发霰弹枪
797E6BA14032C9899E0AF0A58C04BE32,Double Bed,双人床
B0AC4DD14763A269053679B507CB0083,Double Bed,双人床
D3CEFFD54D848B7A03554E9056FEF5A3,Double Bed,双人床
0B0CB104404E21056B351AA7CFB815C3,Douglas Rd,道格拉斯路
C82E1CE64C668935A77EE0903441DFFA,Dow Pond,陶池
4E70BF5F47D5FAF3C3046F9B4528049B,Dow Pond Lookout,道庞观景台
0C0458F84F7952959BCDA7BA9682AC3C,Down,完全关闭
FC9874BA44CD82962FBCAB9468505432,Down,下
8BFE7CFA48D30741174CF9AF40AE9357,Down Button,下按钮
DragBody,Drag,毒品
EmptyVehiclePartSlot,Drag a vehicle part onto this to install it.,
FluidTooltip_ExtractInfo,Drag an empty fluid container onto this to extract.,
FluidTooltip_PutInfo,Drag an fluid container with some contents onto this to pour.,
51614FD94F3086AE34493AB514BD5DFB,Drag detergent onto this to fill the washing machine.,将洗涤剂拖入洗衣机充满.
8FF28B9A4E4A6CC1640BAC92896CF928,Drag the car battery from your inventory into the newly emptied slot to install it.,将车辆电池从物品栏拖至新清空的插槽并安装.
WaterSource_DrainUseLabel,Drain Container,排水容器
5D35489648E2BD43119F24A952E4EB25,Drain Shower,排水淋浴
06EAD8D6423DFDC46E8605B1215BD2CF,Drain Sink,排水水槽
0C0C89F449AA04DE668093AC524B4AF1,Drain Sink,排水槽
2CCFD6194BEE88D2C15D7CB43DA79E2C,Drain Sink,排水水槽
375CAE7E4F9ACCE7B4E96E826897F4C6,Drain Sink,排水水槽
53954C1C43D1F5F5BF33BD903C21A3F4,Drain Sink,排水水槽
61D83C9C4208C14857DB4BB0CE23FFF7,Drain Sink,排水水槽
9159E850450959E690D39B92E44D25E8,Drain Sink,排水水槽
9546C57B4805D82D64F884BF87BDA2AC,Drain Sink,排水水槽
BD1956084F123B976F775CADBAA615D8,Drain Sink,排水水槽
0C5CEA594AFAAAFF94CE61B4EA6A8AF8,Drain Toilet,厕所排水
1ED86DCB4301356BF1EA13A7FC17E06B,Drain Toilet,厕所排水
82E0C0044FC51E3C2C1046A71DA9AAE2,Drain Toilet,厕所排水
BE58342A46B640B2418F908B830828EB,Drain Tub,排水标签
53BAFD3843694D44703932A87B5CBCE6,Drain Urinal,排水小便器
CC070EA5400052932AEB5EBB34E0B19E,Drenched,湿漉漉的
706791A34428245FECDECDAD2421DFEE,Dress Shirt,礼服衬衫
2ACC73D14F0CB9BE32710283C6E91AF1,Dress Shoes,礼服鞋
031DA94F4465E3AE7182FB9584736831,Dresser,梳妆台
0543712E4DA486BF649825827EF55C9A,Dresser,梳妆台
1376DB634A653ABC8F3C54936306039A,Dresser,梳妆台
29BDB74148E00B938294D2A9539F89B6,Dresser,梳妆台
2CA08859467A7CF65FC10EBB8963FC94,Dresser,梳妆台
51FCDD294BC2F834D1D8838E2D21A092,Dresser,梳妆台
EB3662D94FFC3CA766D4788D4CCB2764,Dresser,梳妆台
FB183E0C434F386A7918E88407E9A78D,Dresser,梳妆台
B53D23D8431456D9A90F49ACB75F65E7,Dried  Paint Can,干燥的油漆罐
3F21AB3D4E977D956D46168255EC6D89,Dried Paint Can,干燥的油漆罐
48C4DB2C43BC9D4FAC8A259608202230,Dried Paint Can,干燥的油漆罐
B6B7041C49618237D686929076110AE7,Dried Paint Can,干燥的油漆罐
D89EA1AF491F0C597E2A02938903D53F,Dried Seaweed,海苔
4F93672D45A7094FB2BF13A591771E26,Drill Bit,钻头
86B765E14B3CB88A7AD530B9ACF8C6AD,Drill Bit,钻头
93BD93CE483A1954CF3156A9FE16824A,Drill Bit,钻头
7F74125843E3F4A6C7954EB0A32D24E3,Drill Bit Health,钻头的健康状态
05DC80204738A6A99E721F9983A9B58A,Drill Bit Remaining Uses,钻头的剩余使用次数
Drink,Drink,喝
08A73E2242B912BC72DE4689DA7B3405,Drinking Fountain,饮水处
7A9586264DC60D6B9BDD69830539B96F,Drinking Fountain,饮水处
C06B11B444A99ADA9FD55B9E6E2E5B74,Drinking Fountain,饮水处
C7E4EFB043EA7F9BD6BD048A3C408B0A,Drinking Fountain,饮水处
20B6EEFE425D5FEBFAA268A9DFA385B2,Drinking too much fluid will make you overhydrated.,
1DEF5B1F43BE875E33422E906A8CDC2C,Drip Coffee Machine,滴滤式咖啡机
BBE9C7874937C40EB7C73C816B14CF3B,Drip Coffee Machine,滴滤式咖啡机
FF6276EC406EA5629931F28F5DD4F2C7,Drip Coffee Maker,滴滤咖啡制造商
163644FB497D10E14A434AAEF204ECDD,Drip Stand,滴管架
86F7588141FBC691B1306DADD54B2E3F,Drip Stand,滴管架
A11816C5428D1E767826D18302A1C1C7,Drip Stand,滴管架
AE10476249EFED72EBBDF7849F4EAEFB,Drip Stand,滴管架
2CE65B2F46C6EAC8760227A43E7038DB,Driver Bit,驱动程序位
B1CC68804214E120D076ADB43A6EEC6A,Driver Bit,驱动程序位
17FAE43F4A67EFBF038F20AE8AD4E6B2,Driver Bit Health,驱动程序位健康
DB1A409C4CECE9FA87FD8185639F885C,Driver Bit Health,驱动程序位健康
7E65DAF44B80D740824C648CB90B6299,Driver Bit Remaining Uses,驱动程序位剩余使用次数
AE8B8E0546576B579C054CBE5CC65C23,Driver Bit Remaining Uses,驱动程序位剩余使用次数
3E1D5C95485F73DE10FE16AF905A8CFD,Driving,驾驶
31B0F18746305997F0C8BB846A415651,Driving Book,驾驶手册
73F61C49498E1419ABBC328E751EA3A0,Driving fast reduces stress.,快速驾驶可以减轻压力.
B2E86EB04ED75F41E0B450AFFDFCE200,Drizzle,雾雨
7350D3764DCDFB40F6E451BBCE998244,Drop,放下
74D5C10648FE077BB52244A56B469882,Drowning,溺死
A742CF7A46F080CF4D3BC68902E36F25,Drowsy,困倦
6790AD4B410B7E9B585241A45F131040,Drug Dealer,毒贩
E5D9514D48108C7462F98A9FD9627895,Drug Paper,药物学论文
25B53E2643BE3E57265EDC99194D85A5,Drug Powder,药剂粉末
709D28804323DBF417B22F9F41E05E63,Drug Stash,藏毒品的地方
D1AF7274465B276A2486E19A82B0CC0D,Drug Stash,藏毒品的地方
4DA957D8464A4D7426AEA886C20025FA,Drunk,醉汉
75EF8904450E766FB0267C958EC180B3,Drunk,醉汉
AD51DEA3419A55642AA59A842DCA5182,Drunk,醉汉
B9FA73F641563AD8E9A0ABA7880365E5,Drunk,醉汉
Dry,Dry,
WeatherGauge_Humidity_40,Dry,
DB90025847585E24D6113CB0536BCD45,Dry Cat Food,干猫粮
E9784763416119954B6AFAAAED7C56E7,Dry Dog Food,干狗粮
Dry Self,Dry Self,干式自助
HandDryer_Dry,Dry Self,干式自助
15B93CB64171B76288A18BA99D35A899,Dryer,吹风机
1A6C4198494B907A44C601A098F5E8B1,Dryer,吹风机
2A72EED14A292FC15B6F0F9C86A33B74,Dryer,吹风机
7D1108294C503BE39EC9CEA0BB8EF256,Dryer,吹风机
86A88A3C41C2604D5D82D8BC7E8AAA94,Dryer,吹风机
8D7A924C4589E515190DD8BC01766EDA,Dryer,吹风机
8E265CD548E010C48F8DE3B6B450E5AD,Dryer,吹风机
AD566E754A4A66EDF86479968CCDC1AC,Dryer,吹风机
D2A7EE8140EDD23BAEE3EC8CC0229AF2,Dryer,吹风机
056B2AFC4F8D45AA2A278C96172997EF,Drying Rack,干燥架
1E367388430C73CE6A324D96D5392ECD,Drying Rack,干燥架
C7369BD54DDD4DB25C77E4BE6F4246FA,Drying Rack,干燥架
E212E4924707DA78C35B9FA85D73F00E,Drying Rack,干燥架
234368A0428379DBBE6A01A8FBEA18D9,Duck Bill Bakery,达克比尔面包店
88276CA3471E10674A2110A822C19D0C,Duck Bill Swamp,达克维尔沼泽
CA1EAC6A4F67058C55A4E49ECD78FFFC,Duck Egg Custard,鸭蛋卡士达
E54234FC485649E51ED3C89365C8B15B,Duck Egg Custard,鸭蛋卡士达
